N,pe_human_pred,pe_mouse_pred,pe_human_fit,pe_mouse_fit,C_human_pred,C_mouse_pred,C_human_fit,C_mouse_fit
0.6571142284569138,0.6975633379733747,0.7129716924281142,0.7028237775271008,0.7139528956314488,0.11575090682131217,0.1351484864593353,0.12218830406351167,0.13643986053444168
0.6849699398797595,0.6960921488341463,0.7121890979483372,0.7015896738225127,0.7132135177657281,0.11398450081621325,0.13412337010259812,0.12066099522550244,0.13546612508630274
0.7128256513026052,0.6946169361886448,0.7114052333966663,0.7003526301816339,0.7124729984172804,0.11222808510278703,0.13310091126260293,0.11914058046064369,0.13449475120893106
0.7406813627254508,0.6931377194261623,0.7106201014151896,0.6991126577059565,0.7117313397975356,0.11048176341819838,0.13208112737401756,0.11762712338159886,0.13352575370670494
0.7685370741482965,0.6916545182360958,0.7098337046730816,0.697869767651852,0.7109885441396653,0.10874563926649183,0.13106403586284743,0.11612068750518922,0.1325591473776705
0.7963927855711422,0.6901673526078027,0.7090460458666191,0.6966239714305799,0.7102446136985977,0.10701981590636189,0.1300496541458589,0.11462133624712911,0.1315949470131068
0.824248496993988,0.6886762428304121,0.7082571277191968,0.695375280608281,0.7094995507510294,0.10530439633888222,0.12903799963000073,0.11312913291674376,0.1306331673970864
0.8521042084168337,0.6871812094925938,0.7074669529813411,0.6941237069059562,0.7087533575954381,0.10359948329519497,0.12802908971182547,0.11164414071166862,0.12967382330603805
0.8799599198396794,0.6856822734822848,0.7066755244307241,0.6928692621994287,0.7080060365520935,0.10190517922416409,0.12702294177690754,0.11016642271253119,0.12871692950830527
0.907815631262525,0.6841794559863723,0.705882844872175,0.6916119585192909,0.7072575899630681,0.10022158627999289,0.12601957319925938,0.10869604187761595,0.12776250076370554
0.9356713426853707,0.6826727784903326,0.7050889171376917,0.690351808050837,0.7065080201922469,0.09854880630981055,0.12501900134074795,0.10723306103751462,0.12681055182308754
0.9635270541082164,0.6811622627778275,0.7042937440864505,0.6890888231339771,0.7057573296253365,0.09688694084122695,0.1240212435505067,0.10577754288976027,0.12586109742788676
0.9913827655310621,0.6796479309302552,0.7034973286048153,0.6878230162631391,0.7050055206698732,0.09523609106986108,0.12302631716434886,0.10432954999344668,0.12491415230968039
1.0192384769539078,0.678129805326259,0.7026996736063451,0.6865544000871514,0.7042525957552301,0.09359635784684461,0.12203423950417647,0.10288914476383515,0.12396973118974142
1.0470941883767535,0.6766079086411897,0.7019007820318011,0.6852829874091112,0.7034985573326249,0.09196784166630123,0.12104502787738969,0.10145638946694646,0.12302784877859052
1.0749498997995992,0.6750822638465239,0.7011006568491522,0.684008791186237,0.7027434078751245,0.0903506426528069,0.12005869957629445,0.10003134621414222,0.12208851977554769
1.102805611222445,0.6735528942092387,0.7002993010535796,0.6827318245297044,0.701987149877651,0.08874486054883146,0.11907527187750633,0.09861407695669344,0.12115175886828278
